ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-46116N|refseq:NP_000714|uniprotkb:Q02641-1	 DIP-29589N|uniprotkb:Q13936	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pmid:18535142|pmid:18535142|pmid:18535142|pmid:18535142	taxid:9606	taxid:9606	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87915E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-29589N|uniprotkb:Q13936	 DIP-39138N|refseq:NP_000716|uniprotkb:P54284	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pmid:18535142|pmid:18535142|pmid:18535142|pmid:18535142	taxid:9606	taxid:9606	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87916E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-42816N|refseq:NP_005605|uniprotkb:Q15382	 DIP-40821N|refseq:NP_002653|uniprotkb:Q13393	 -	 -	 -	-	MI:0096(pull down)|MI:0096(pull down)	-	pmid:18550814|pmid:18550814	taxid:9606	taxid:9606	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87921E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-38247N|refseq:NP_004577|uniprotkb:P51812	 DIP-40821N|refseq:NP_002653|uniprotkb:Q13393	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)	-	pmid:18550821	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-87922E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-40821N|refseq:NP_002653|uniprotkb:Q13393	 DIP-46120N|refseq:XP_001054840	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)	-	pmid:18550821	taxid:9606	taxid:10116	MI:0915(physical association)	MI:0465(dip)	DIP-87923E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46121N|refseq:NP_002118|uniprotkb:P17693	 DIP-46121N|refseq:NP_002118|uniprotkb:P17693	 -	 -	 -	-	MI:0071(molecular sieving)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pmid:18550825|pmid:18550825	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87924E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46125N|refseq:NP_065973|uniprotkb:Q9BYP7-2	 DIP-31911N|refseq:NP_058562|uniprotkb:Q9Z1W9	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)	-	pmid:18550832	taxid:9606	taxid:10090	MI:0915(physical association)	MI:0465(dip)	DIP-87932E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46126N|refseq:NP_000336|uniprotkb:P37840-1	 DIP-46126N|refseq:NP_000336|uniprotkb:P37840-1	 -	 -	 -	-	MI:0016(circular dichroism)|MI:0017(classical fluorescence spectroscopy)|MI:0077(nuclear magnetic resonance)|MI:0020(transmission electron microscopy)	-	pmid:18550842|pmid:18550842|pmid:18550842|pmid:18550842	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87938E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-32711N|refseq:NP_005773|uniprotkb:Q86V81	 DIP-24269N|uniprotkb:P31749	 -	 -	 -	-	MI:0424(protein kinase assay)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)	-	pmid:18562279|pmid:18562279|pmid:18562279|pmid:18562279|pmid:18562279	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87942E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-29296N|refseq:NP_002255|uniprotkb:P52294	 DIP-46131N	 -	 -	 -	-	MI:0055(fluorescent resonance energy transfer)	-	pmid:18562297	taxid:9606	taxid:-2	MI:0407(direct interaction)	MI:0465(dip)	DIP-87945E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46130N|refseq:NP_057923|uniprotkb:Q9JIH2	 DIP-29296N|refseq:NP_002255|uniprotkb:P52294	 -	 -	 -	-	MI:0055(fluorescent resonance energy transfer)	-	pmid:18562297	taxid:10090	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-87946E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-6055N|refseq:NP_004039|uniprotkb:P61769	 DIP-6055N|refseq:NP_004039|uniprotkb:P61769	 -	 -	 -	-	MI:0410(electron tomography)|MI:0017(classical fluorescence spectroscopy)	-	pmid:18579777|pmid:18579777	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87949E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-67N|refseq:NP_002194|uniprotkb:P17301	 DIP-46136N|refseq:P04512|uniprotkb:P04512	 -	 -	 -	-	MI:0411(enzyme linked immunosorbent assay)|MI:0096(pull down)|MI:0107(surface plasmon resonance)	-	pmid:18587047|pmid:18587047|pmid:18587047	taxid:9606	taxid:37137	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87955E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46136N|refseq:P04512|uniprotkb:P04512	 DIP-206N|uniprotkb:P56199	 -	 -	 -	-	MI:0411(enzyme linked immunosorbent assay)|MI:0107(surface plasmon resonance)	-	pmid:18587047|pmid:18587047	taxid:37137	taxid:9606	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87956E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-32709N|refseq:NP_003202|uniprotkb:Q13569	 DIP-32709N|refseq:NP_003202|uniprotkb:Q13569	 -	 -	 -	-	MI:0114(x-ray crystallography)	-	pmid:18587051	taxid:9606	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-87957E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46140N|refseq:NP_009330|uniprotkb:P42224-1	 DIP-46140N|refseq:NP_009330|uniprotkb:P42224-1	 -	 -	 -	-	MI:0028(cosedimentation in solution)|MI:0030(cross-linking study)|MI:0038(dynamic light scattering)	-	pmid:18591661|pmid:18591661|pmid:18591661	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87961E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-39854N|refseq:NP_003142|uniprotkb:Q14765	 DIP-39854N|refseq:NP_003142|uniprotkb:Q14765	 -	 -	 -	-	MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)	-	pmid:18591661|pmid:18591661	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87962E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46141N|refseq:NP_644671|uniprotkb:P42224-2	 DIP-46141N|refseq:NP_644671|uniprotkb:P42224-2	 -	 -	 -	-	MI:0038(dynamic light scattering)|MI:0030(cross-linking study)|MI:0071(molecular sieving)|MI:0028(cosedimentation in solution)	-	pmid:18591661|pmid:18591661|pmid:18591661|pmid:18591661	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87963E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-29021N|uniprotkb:P68135	 DIP-1136N|refseq:NP_001104026|uniprotkb:P21333	 -	 -	 -	-	MI:0859(intermolecular force)	-	pmid:18591676	taxid:9986	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-87970E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46148N|uniprotkb:P42866	 DIP-602N|refseq:NP_002061|uniprotkb:P04899	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pmid:18599439|pmid:18599439	taxid:10090	taxid:9606	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87971E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46150N|refseq:NP_776819|uniprotkb:P79114	 DIP-33171N|refseq:NP_003079|uniprotkb:Q16658	 -	 -	 -	-	MI:0051(fluorescence technology)	-	pmid:18599451	taxid:9913	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-87973E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46151N|uniprotkb:Q9HD67	 DIP-33171N|refseq:NP_003079|uniprotkb:Q16658	 -	 -	 -	-	MI:0051(fluorescence technology)	-	pmid:18599451	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-87974E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46152N|refseq:NP_937884|uniprotkb:Q04637-1	 DIP-29755N|refseq:NP_001407|uniprotkb:P60842	 -	 -	 -	-	MI:0038(dynamic light scattering)|MI:0071(molecular sieving)	-	pmid:18606994|pmid:18606994	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-87975E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46154N|refseq:NP_001076126|uniprotkb:Q9XSM3	 DIP-46153N|refseq:NP_002296|uniprotkb:P09382	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)	-	pmid:18606998	taxid:9986	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-87976E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46162N|refseq:NP_083157|uniprotkb:Q3U182	 DIP-743N|uniprotkb:P31946	 -	 -	 -	-	MI:0047(far western blotting)	-	pmid:18626018	taxid:10090	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-87984E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-39973N|uniprotkb:Q13131	 DIP-46162N|refseq:NP_083157|uniprotkb:Q3U182	 -	 -	 -	-	MI:0424(protein kinase assay)	-	pmid:18626018	taxid:9606	taxid:10090	MI:0407(direct interaction)	MI:0465(dip)	DIP-87985E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46162N|refseq:NP_083157|uniprotkb:Q3U182	 DIP-31321N|refseq:NP_001034558|uniprotkb:Q7KZI7	 -	 -	 -	-	MI:0424(protein kinase assay)	-	pmid:18626018	taxid:10090	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-87986E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46162N|refseq:NP_083157|uniprotkb:Q3U182	 DIP-34637N|uniprotkb:P27448	 -	 -	 -	-	MI:0424(protein kinase assay)	-	pmid:18626018	taxid:10090	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-87987E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-35251N|refseq:NP_006510|uniprotkb:P63172	 DIP-45130N|refseq:NP_056893|uniprotkb:P07567	 -	 -	 -	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pmid:18647839|pmid:18647839	taxid:9606	taxid:11855	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-87993E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-27515N|uniprotkb:Q9Y4K3	 DIP-46171N|refseq:NP_044639	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pmid:18682563|pmid:18682563|pmid:18682563	taxid:9606	taxid:10298	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88003E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-27515N|uniprotkb:Q9Y4K3	 DIP-46172N|refseq:NP_044625	 -	 -	 -	-	MI:0096(pull down)	-	pmid:18682563	taxid:9606	taxid:10298	MI:0915(physical association)	MI:0465(dip)	DIP-88004E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-397N|uniprotkb:P51617	 DIP-46171N|refseq:NP_044639	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:18682563	taxid:9606	taxid:10298	MI:0915(physical association)	MI:0465(dip)	DIP-88005E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-5999N|uniprotkb:P49116	 DIP-46171N|refseq:NP_044639	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:18682563	taxid:9606	taxid:10298	MI:0915(physical association)	MI:0465(dip)	DIP-88006E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-27524N|uniprotkb:Q15750	 DIP-46171N|refseq:NP_044639	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:18682563	taxid:9606	taxid:10298	MI:0915(physical association)	MI:0465(dip)	DIP-88007E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-27525N|uniprotkb:Q9NYJ8	 DIP-46171N|refseq:NP_044639	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:18682563	taxid:9606	taxid:10298	MI:0915(physical association)	MI:0465(dip)	DIP-88008E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46192N|refseq:NP_066963|uniprotkb:O15550	 DIP-46193N	 -	 -	 -	-	MI:0415(enzymatic study)|MI:0415(enzymatic study)	-	pmid:18003914|pmid:18003914	taxid:9606	taxid:-2	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88026E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-42852N|uniprotkb:P42262	 DIP-46195N|uniprotkb:P42263	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:17989220	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-88032E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-42095N|refseq:NP_055315|uniprotkb:O43719	 DIP-46196N|uniprotkb:A4ZNP8	 -	 -	 -	-	MI:0007(anti tag coimmunoprecipitation)	-	pmid:17991777	taxid:9606	taxid:437607	MI:0915(physical association)	MI:0465(dip)	DIP-88033E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46197N|uniprotkb:Q6PL18	 DIP-5965N|refseq:NP_000116|uniprotkb:P03372	 -	 -	 -	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pmid:17998543|pmid:17998543	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-88034E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46197N|uniprotkb:Q6PL18	 DIP-30876N|uniprotkb:Q9Y6Q9	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)	-	pmid:17998543|pmid:17998543	taxid:9606	taxid:9606	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88035E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46198N|refseq:NP_000524|uniprotkb:P60201-1	 DIP-46198N|refseq:NP_000524|uniprotkb:P60201-1	 -	 -	 -	-	MI:0808(comigration in sds page)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pmid:17962415|pmid:17962415	taxid:9606	taxid:9606	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-88036E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-46198N|refseq:NP_000524|uniprotkb:P60201-1	 DIP-46200N|uniprotkb:P60202-2	 -	 -	 -	-	MI:0404(comigration in non denaturing gel electrophoresis)	-	pmid:17962415	taxid:9606	taxid:10090	MI:0915(physical association)	MI:0465(dip)	DIP-88038E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-5997N|refseq:NP_006531|uniprotkb:Q15596	 DIP-641N|refseq:NP_002948|uniprotkb:P19793	 -	 -	 -	-	MI:0114(x-ray crystallography)|MI:0018(two hybrid)	-	pmid:17947383|pmid:17947383	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-88045E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-641N|refseq:NP_002948|uniprotkb:P19793	 DIP-33881N|refseq:NP_005043|uniprotkb:P60763	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:17947383	taxid:9606	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-88046E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46206N|refseq:NP_005133|uniprotkb:P27352	 DIP-46206N|refseq:NP_005133|uniprotkb:P27352	 -	 -	 -	-	MI:0114(x-ray crystallography)	-	pmid:17954916	taxid:9606	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-88049E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46208N|refseq:NP_008822|uniprotkb:P07320	 DIP-46208N|refseq:NP_008822|uniprotkb:P07320	 -	 -	 -	-	MI:0067(light scattering)	-	pmid:17923670	taxid:9606	taxid:9606	MI:0407(direct interaction)	MI:0465(dip)	DIP-88052E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46211N|refseq:NP_082568|uniprotkb:Q8BVQ5	 DIP-38196N|refseq:NP_000692|uniprotkb:P05023	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:17939993	taxid:10090	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-88053E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-27526N|uniprotkb:O15111	 DIP-33068N|uniprotkb:O14965	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:17939994	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-88055E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-46212N|uniprotkb:Q96RR5	 DIP-27526N|uniprotkb:O15111	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:17939994	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-88056E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-31607N|uniprotkb:Q9Y297	 DIP-33068N|uniprotkb:O14965	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:17939994	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-88057E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
DIP-33068N|uniprotkb:O14965	 DIP-27527N|refseq:NP_001547|uniprotkb:O14920	 -	 -	 -	-	MI:0424(protein kinase assay)|MI:0006(anti bait coimmunoprecipitation)	-	pmid:17939994|pmid:17939994	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-88058E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-27528N|uniprotkb:Q9Y6K9	 DIP-33068N|uniprotkb:O14965	 -	 -	 -	-	MI:0006(anti bait coimmunoprecipitation)	-	pmid:17939994	taxid:9606	taxid:9606	MI:0915(physical association)	MI:0465(dip)	DIP-88059E	dip-quality-status:non-core	dip:0004(small scale)	dip:0039(experimental-processed)	-
